OrderID,Date,CustomerID,State,Category,Sub-Category,Quantity,Sales,Profit
O20762,2023-07-27,C1032,California,Electronics,Audio,1,101.3,21.1
O20763,2023-09-04,C1425,Illinois,Electronics,Accessories,4,141.08,22.36
O20764,2024-09-19,C1398,Ohio,Sports,Outdoor,4,359.7,46.97
O20765,2023-05-01,C1255,Illinois,Beauty,Skincare,4,112.58,24.79
O20766,2023-07-07,C1029,California,Toys,Board Games,4,128.92,11.41
O20767,2024-03-08,C1149,Texas,Beauty,Makeup,2,75.04,10.35
O20768,2023-02-05,C1318,Texas,Sports,Fitness,5,327.66,17.99
O20769,2023-07-27,C1271,Georgia,Home,Furniture,2,504.92,41.81
O20770,2024-02-22,C1263,Florida,Electronics,Laptop,3,2799.03,666.63
O20771,2024-05-16,C1479,Florida,Beauty,Hair,4,71.89,11.91
O20772,2024-10-03,C1256,Michigan,Toys,Board Games,3,108.18,22.84
O20773,2023-03-16,C1101,Pennsylvania,Clothing,Shirts,2,35.17,5.18
O20774,2024-02-19,C1367,Michigan,Home,Kitchen,4,264.37,57.36
O20775,2023-02-13,C1455,Florida,Clothing,Shoes,2,98.07,15.47
O20776,2024-01-01,C1285,California,Sports,Outdoor,4,308.31,15.7
O20777,2024-01-03,C1256,Michigan,Clothing,Pants,2,60.82,13.98
O20778,2024-09-08,C1233,Florida,Sports,Fitness,1,56.15,4.48
O20779,2023-06-22,C1353,Texas,Sports,Outdoor,5,394.78,55.31
O20780,2024-01-12,C1495,New York,Home,Kitchen,5,303.27,44.08
O20781,2024-09-23,C1476,California,Home,Bedding,4,417.23,24.8
O20782,2023-09-21,C1350,Florida,Clothing,Pants,1,37.61,2.28
O20783,2024-01-13,C1378,Georgia,Electronics,Accessories,3,98.32,19.91
O20784,2024-05-18,C1364,Michigan,Electronics,Phone,1,499.23,54.96
O20785,2024-06-11,C1088,Michigan,Toys,Action Figures,4,86.94,11.47
O20786,2024-09-06,C1290,California,Home,Kitchen,1,50.17,8.17
O20787,2023-04-11,C1250,New York,Electronics,Laptop,3,2735.97,341.11
O20788,2024-01-09,C1370,California,Clothing,Shoes,4,253.44,51.96
O20789,2024-02-22,C1127,Georgia,Sports,Fitness,5,323.93,73.5
O20790,2024-03-19,C1410,New York,Clothing,Jackets,1,84.57,5.24
O20791,2024-10-01,C1193,Pennsylvania,Beauty,Hair,5,107.14,18.97
O20792,2024-10-02,C1321,Ohio,Clothing,Shirts,5,115.29,13.09
O20793,2024-11-06,C1024,Florida,Home,Decor,2,78.14,13.02
O20794,2024-11-11,C1102,New York,Electronics,Laptop,3,1767.31,259.41
O20795,2023-01-14,C1366,North Carolina,Home,Decor,1,24.94,2.91
O20796,2023-02-19,C1139,North Carolina,Home,Kitchen,5,253.46,17.48
O20797,2023-05-18,C1151,Texas,Electronics,Audio,5,625.32,101.23
O20798,2023-08-19,C1482,Florida,Home,Furniture,3,665.07,48.26
O20799,2024-08-26,C1499,North Carolina,Home,Furniture,5,999.17,81.16
O20800,2023-02-02,C1285,California,Toys,Dolls,5,123.34,30.4
O20801,2023-09-21,C1341,Florida,Toys,Puzzles,5,76.13,8.63
O20802,2023-10-11,C1333,California,Clothing,Shirts,5,113.06,18.87
O20803,2023-11-26,C1423,Florida,Home,Decor,2,57.56,6.01
O20804,2024-07-01,C1123,California,Sports,Outdoor,2,160.17,35.73
O20805,2024-07-11,C1016,New York,Beauty,Skincare,4,134.31,14.33
O20806,2024-11-08,C1031,Texas,Sports,Accessories,1,24.54,3.03
O20807,2023-05-23,C1210,Illinois,Clothing,Shoes,3,222.69,38.23
O20808,2023-11-05,C1469,North Carolina,Toys,Action Figures,4,73.2,16.4
O20809,2023-11-09,C1403,Georgia,Home,Bedding,2,162.81,34.72
O20810,2024-01-18,C1007,Georgia,Electronics,Audio,2,244.83,25.16
O20811,2024-07-18,C1266,Pennsylvania,Beauty,Skincare,2,60.93,13.16
O20812,2024-08-16,C1430,California,Toys,Board Games,4,79.79,15.18
O20813,2023-04-18,C1031,Texas,Electronics,Audio,2,236.11,58.55
O20814,2023-12-21,C1055,Michigan,Electronics,Audio,4,521.62,123.67
O20815,2024-01-12,C1243,New York,Beauty,Makeup,2,80.79,12.65
O20816,2024-02-24,C1262,California,Electronics,Audio,5,589.58,117.91
O20817,2023-02-03,C1266,Pennsylvania,Electronics,Phone,5,2366.47,388.19
O20818,2023-06-15,C1063,New York,Clothing,Shirts,1,27.72,4.68
O20819,2023-09-07,C1155,Texas,Electronics,Laptop,2,2283.78,160.55
O20820,2023-10-01,C1390,North Carolina,Sports,Outdoor,1,81.12,4.09
O20821,2024-05-27,C1080,Georgia,Home,Furniture,4,972.64,58.01
O20822,2024-07-14,C1448,New York,Home,Kitchen,1,71.31,17.35
O20823,2024-10-06,C1390,North Carolina,Sports,Accessories,2,49.83,3.75
O20824,2024-10-18,C1418,Pennsylvania,Home,Decor,4,141.32,8.32
O20825,2023-09-04,C1107,Ohio,Clothing,Shoes,4,326.68,36.56
O20826,2024-05-23,C1058,California,Beauty,Skincare,5,160.2,26.86
O20827,2023-02-16,C1123,California,Clothing,Pants,4,178.4,42.76
O20828,2023-04-22,C1298,Pennsylvania,Clothing,Shoes,4,228.17,43.35
O20829,2023-05-26,C1473,Michigan,Toys,Dolls,1,27.2,2.86
O20830,2023-11-24,C1438,Pennsylvania,Beauty,Makeup,4,165.53,39.36
O20831,2024-03-27,C1077,California,Beauty,Hair,3,$46.37,2.65
O20832,2024-05-01,C1021,California,Sports,Outdoor,5,394.22,96.9
O20833,2024-11-26,C1351,Georgia,Toys,Dolls,5,131.56,8.12
O20834,2023-05-26,C1440,California,Toys,Board Games,4,118.99,23.89
O20835,2024-01-29,C1494,Florida,Beauty,Hair,1,18.54,1.09
O20836,2024-09-27,C1083,California,Electronics,Accessories,5,181.39,42.86
O20837,2024-04-20,C1370,California,Clothing,Shoes,5,309.16,22.18
O20838,2024-05-31,C1267,Pennsylvania,Toys,Board Games,3,80.53,4.84
O20839,2024-10-28,C1337,Pennsylvania,Home,Bedding,4,413.15,94.14
O20840,2024-10-29,C1316,New York,Electronics,Accessories,5,181.27,12.54
O20841,2023-01-01,C1005,Texas,Clothing,Jackets,5,468.44,98.18
O20842,2023-08-06,C1270,Georgia,Clothing,Shoes,5,281.3,56.09
O20843,2024-01-11,C1031,Texas,Home,Bedding,5,424.86,72.13
O20844,2024-06-18,C1463,Illinois,Beauty,Hair,1,16.88,2.12
O20845,2023-02-20,C1241,North Carolina,Sports,Accessories,2,62.29,14.52
O20846,2024-06-11,C1040,California,Toys,Puzzles,3,52.42,11.75
O20847,2023-04-13,C1053,Michigan,Beauty,Makeup,1,37.96,5.13
O20848,2023-04-23,C1297,Texas,Home,Bedding,3,340.96,32.85
O20849,2024-04-02,C1210,Illinois,Clothing,Jackets,5,283.58,29.64
O20850,2024-05-18,C1495,New York,Clothing,Jackets,3,245.05,23.05
O20851,2024-08-11,C1366,North Carolina,Home,Furniture,4,$1124.75,177.99
O20852,2023-01-01,C1493,Texas,Electronics,Accessories,4,109.04,24.39
O20853,2023-04-29,C1036,New York,Home,Kitchen,2,,20.4
O20854,2023-08-10,C1412,North Carolina,Home,Kitchen,2,98.27,20.55
O20855,2023-01-20,C1357,Illinois,Clothing,Jackets,3,243.76,34.04
O20856,2023-08-29,C1147,Florida,Sports,Outdoor,1,65.21,7.47
O20857,2024-02-24,C1368,Texas,Home,Kitchen,1,73.26,14.76
O20858,2024-03-04,C1218,Pennsylvania,Electronics,Laptop,5,4847.58,1011.49
O20859,2023-05-31,C1470,California,Home,Kitchen,1,58.19,11.0
O20860,2024-08-05,C1458,California,Toys,Action Figures,2,39.52,2.23
O20861,2023-06-05,C1359,Illinois,Clothing,Jackets,1,92.98,15.61
O20862,2023-06-06,C1392,New York,Electronics,Laptop,5,5405.11,645.42
O20863,2023-06-17,C1011,North Carolina,Home,Furniture,4,859.91,76.74
O20864,2023-08-02,C1264,Michigan,Sports,Fitness,1,62.3,11.77
O20865,2023-08-27,C1447,Ohio,Home,Bedding,1,85.18,8.83
O20866,2023-11-27,C1403,Georgia,Beauty,Hair,2,36.25,
O20867,2023-04-01,C1315,Pennsylvania,Beauty,Hair,3,43.76,4.8
O20868,2023-07-25,C1152,California,Electronics,Accessories,4,105.33,16.96
O20869,2023-07-28,C1296,Ohio,Toys,Puzzles,3,40.25,8.68
O20870,2023-09-26,C1297,Texas,Clothing,Jackets,5,327.99,42.78
O20871,2023-10-04,C1138,New York,Clothing,Shoes,5,319.81,68.99
O20872,2023-10-11,C1437,Georgia,Toys,Puzzles,3,44.15,8.6
O20873,2023-12-08,C1028,Illinois,Toys,Dolls,2,54.63,12.79
O20874,2024-02-04,C1271,Georgia,Electronics,Laptop,2,1534.11,176.68
O20875,2024-11-08,C1379,Texas,Sports,Accessories,2,65.71,4.67
O20876,2024-10-02,C1463,Illinois,Toys,Board Games,4,122.6,16.68
O20877,2023-01-24,C1244,California,Sports,Fitness,5,321.21,66.54
O20878,2023-05-05,C1218,Pennsylvania,Clothing,Shirts,5,155.08,21.72
O20879,2024-04-05,C1092,Ohio,Sports,Outdoor,5,406.76,41.65
O20880,2024-05-31,C1357,Illinois,Clothing,Pants,4,147.36,8.18
O20881,2024-06-30,C1057,Texas,Electronics,Accessories,5,156.32,17.6
O20882,2023-07-12,C1058,California,Toys,Board Games,3,77.22,14.88
O20883,2023-07-20,C1171,California,Toys,Dolls,1,24.34,1.94
O20884,2024-01-10,C1156,Pennsylvania,Home,Furniture,4,1304.36,154.14
O20885,2024-06-07,C1405,Michigan,Home,Decor,1,25.71,1.39
O20886,2024-08-22,C1117,Texas,Electronics,Laptop,3,2486.07,483.17
O20887,2024-10-29,C1235,Ohio,Home,Decor,2,68.45,15.48
O20888,2023-08-22,C1336,Georgia,Clothing,Shirts,2,47.25,7.74
O20889,2023-09-08,C1027,Florida,Home,Kitchen,2,110.99,6.12
O20890,2023-10-26,C1162,Pennsylvania,Clothing,Shirts,4,125.4,11.73
O20891,2024-06-20,C1351,Georgia,Sports,Fitness,2,128.35,17.67
O20892,2024-11-10,C1071,Texas,Home,Kitchen,4,254.29,42.6
O20893,2023-01-04,C1022,New York,Toys,Action Figures,4,72.65,10.84
O20894,2024-01-24,C1429,California,Sports,Accessories,1,31.8,7.41
O20895,2024-04-23,C1475,North Carolina,Home,Decor,2,79.82,18.98
O20896,2023-04-06,C1395,Michigan,Electronics,Phone,5,2472.11,176.58
O20897,2024-01-10,C1092,Ohio,Electronics,Accessories,2,54.85,4.26
O20898,2024-07-04,C1058,California,Toys,Action Figures,2,39.26,4.77
O20899,2024-11-04,C1482,Florida,Clothing,Shoes,2,129.63,17.4
O20900,2024-11-04,C1377,California,Home,Furniture,5,1412.46,236.18
O20901,2023-01-02,C1429,California,Electronics,Accessories,5,155.78,31.88
O20902,2023-08-23,C1119,Illinois,Clothing,Pants,4,158.09,12.2
O20903,2023-09-30,C1446,North Carolina,Home,Kitchen,5,357.55,75.27
O20904,2023-12-13,C1489,Michigan,Sports,Accessories,4,108.72,18.7
O20905,2024-02-18,C1480,Pennsylvania,Home,Furniture,1,234.54,57.74
O20906,2023-08-31,C1356,California,Sports,Accessories,4,152.29,27.45
O20907,2023-06-08,C1155,Texas,Sports,Fitness,2,137.97,26.66
O20908,2023-07-14,C1250,New York,Electronics,Accessories,3,98.9,8.81
O20909,2023-07-18,C1450,Ohio,Clothing,Shoes,3,156.05,31.8
O20910,2024-03-03,C1035,Georgia,Toys,Puzzles,2,34.5,2.27
O20911,2024-06-09,C1307,New York,Beauty,Skincare,4,99.29,18.0
O20912,2024-06-25,C1350,Florida,Home,Bedding,2,146.93,8.98
O20913,2023-02-19,C1042,California,Sports,Fitness,5,396.85,28.99
O20914,2023-07-10,C1004,Texas,Electronics,Audio,4,453.98,32.49
O20915,2023-07-19,C1039,Florida,Clothing,Shirts,2,48.18,2.91
O20916,2023-09-04,C1283,California,Home,Bedding,5,479.07,54.72
O20917,2023-12-06,C1263,Florida,Clothing,Jackets,5,382.6,95.22
O20918,2024-04-25,C1126,Georgia,Electronics,Phone,4,1685.68,201.68
O20919,2023-03-04,C1413,Illinois,Clothing,Shirts,1,22.87,4.62
O20920,2023-07-25,C1010,California,Electronics,Audio,1,102.45,7.83
O20921,2024-01-12,C1141,Texas,Home,Bedding,5,528.39,74.45
O20922,2024-02-27,C1482,Florida,Beauty,Makeup,1,41.33,3.6
O20923,2023-03-02,C1195,New York,Beauty,Hair,5,87.39,7.73
O20924,2023-06-11,C1082,New York,Toys,Action Figures,1,21.31,1.49
O20925,2023-07-08,C1095,Florida,Clothing,Shirts,5,119.89,16.35
O20926,2024-01-21,C1496,Illinois,Home,Decor,5,213.31,13.89
O20927,2024-03-04,C1296,Ohio,Electronics,Laptop,5,6099.37,1414.82
O20928,2024-03-23,C1344,New York,Clothing,Jackets,5,443.91,61.96
O20929,2023-04-14,C1067,Georgia,Electronics,Audio,3,332.26,72.34
O20930,2023-08-03,C1060,New York,Beauty,Makeup,1,28.92,7.11
O20931,2024-04-08,C1311,California,Sports,Outdoor,5,414.68,76.95
O20932,2024-06-09,C1119,Illinois,Home,Decor,2,68.36,15.74
O20933,2023-04-14,C1119,Illinois,Toys,Board Games,4,94.04,7.25
O20934,2023-05-06,C1178,Michigan,Electronics,Audio,2,242.86,52.46
O20935,2023-07-24,C1421,Ohio,Home,Kitchen,2,158.02,16.47
O20936,2023-07-11,C1118,Michigan,Toys,Puzzles,3,50.44,7.29
O20937,2024-04-21,C1408,Michigan,Clothing,Jackets,1,66.06,11.85
O20938,2024-08-23,C1496,Illinois,Electronics,Audio,3,359.01,82.83
O20939,2024-11-05,C1350,Florida,Beauty,Hair,1,21.12,4.9
O20940,2023-12-12,C1284,Illinois,Toys,Dolls,5,134.23,9.18
O20941,2024-05-01,C1464,North Carolina,Beauty,Makeup,3,79.23,9.74
O20942,2023-02-12,C1214,Ohio,Beauty,Skincare,4,117.89,24.6
O20943,2023-10-22,C1370,California,Sports,Accessories,1,31.17,5.94
O20944,2023-10-26,C1107,Ohio,Electronics,Laptop,3,2624.45,145.05
O20945,2023-11-19,C1379,Texas,Electronics,Phone,4,1421.3,198.95
O20946,2024-05-31,C1455,Florida,Clothing,Shoes,2,117.27,25.31
O20947,2024-07-02,C1353,Texas,Electronics,Audio,5,670.57,132.46
O20948,2024-08-24,C1337,Pennsylvania,Home,Decor,5,159.99,21.18
O20949,2024-03-04,C1198,Michigan,Home,Bedding,2,167.31,32.97
O20950,2024-07-30,C1282,New York,Home,Bedding,3,326.61,52.34
O20951,2023-05-07,C1259,California,Clothing,Jackets,2,155.2,36.09
O20952,2023-10-01,C1023,New York,Beauty,Skincare,4,122.01,20.43
O20953,2024-02-23,C1346,Pennsylvania,Electronics,Accessories,1,21.61,2.81
O20954,2024-03-12,C1084,New York,Clothing,Jackets,3,202.1,44.98
O20955,2024-05-27,C1368,Texas,Toys,Puzzles,1,19.93,1.2
O20956,2024-07-25,C1111,Texas,Toys,Board Games,2,74.9,17.23
O20957,2024-10-23,C1263,Florida,Clothing,Pants,5,214.19,40.54
O20958,2023-09-07,C1368,Texas,Electronics,Phone,1,328.49,78.22
O20959,2023-11-29,C1265,Ohio,Home,Furniture,1,200.06,20.03
O20960,2024-03-17,C1083,California,Electronics,Accessories,5,119.43,22.57
O20961,2024-06-16,C1101,Pennsylvania,Electronics,Phone,1,397.02,84.13
O20962,2024-07-03,C1184,Texas,Home,Furniture,1,235.52,44.85
O20963,2024-10-16,C1018,Florida,Clothing,Shoes,5,335.13,30.85
O20964,2024-11-24,C1064,Texas,Clothing,Pants,5,181.04,19.03
O20965,2023-02-01,C1462,Ohio,Home,Bedding,2,171.62,28.03
O20966,2023-02-18,C1033,Michigan,Sports,Accessories,2,57.24,7.98
O20967,2023-05-09,C1052,Michigan,Sports,Accessories,1,34.06,6.71
O20968,2024-01-19,C1065,Illinois,Clothing,Jackets,3,272.16,34.22
O20969,2024-03-17,C1263,Florida,Clothing,Pants,2,81.94,18.18
O20970,2024-05-23,C1126,Georgia,Clothing,Jackets,2,190.68,26.01
O20971,2024-11-25,C1212,Pennsylvania,Clothing,Jackets,3,226.22,13.12
O20972,2023-02-03,C1015,Texas,Home,Kitchen,3,$227.17,12.15
O20973,2024-03-18,C1378,Georgia,Home,Kitchen,5,272.73,48.91
O20974,2024-07-28,C1172,Florida,Home,Bedding,2,126.86,20.06
O20975,2024-11-12,C1049,Texas,Clothing,Jackets,4,259.38,41.12
O20976,2023-05-09,C1111,Texas,Electronics,Accessories,4,95.67,19.9
O20977,2023-06-10,C1225,Texas,Home,Kitchen,1,53.34,6.68
O20978,2023-11-29,C1482,Florida,Clothing,Shirts,2,58.46,14.56
O20979,2024-02-18,C1353,Texas,Home,Kitchen,4,223.83,53.52
O20980,2023-05-03,C1380,California,Toys,Dolls,2,39.84,2.1
O20981,2023-06-06,C1312,California,Home,Bedding,2,140.68,32.24
O20982,2023-10-11,C1484,Illinois,Clothing,Jackets,4,317.24,59.04
O20983,2024-03-23,C1331,Ohio,Home,Bedding,2,221.17,33.27
O20984,2024-03-29,C1443,New York,Clothing,Shirts,3,77.49,12.91
O20985,2024-06-18,C1152,California,Electronics,Laptop,1,1027.42,224.36
O20986,2023-03-14,C1244,California,Home,Furniture,5,1325.34,318.36
O20987,2024-01-17,C1033,Michigan,Clothing,Shirts,4,77.1,12.5
O20988,2024-03-25,C1452,Florida,Home,Bedding,5,490.59,42.32
O20989,2023-02-07,C1097,Florida,Toys,Action Figures,1,16.58,2.95
O20990,2024-10-17,C1237,California,Sports,Fitness,3,,12.84
O20991,2023-11-02,C1230,Ohio,Sports,Fitness,3,187.24,33.15
O20992,2023-11-25,C1274,Florida,Electronics,Laptop,3,2658.04,562.77
O20993,2024-07-24,C1319,Texas,Sports,Accessories,3,86.64,10.45
O20994,2024-10-01,C1433,California,Toys,Board Games,4,113.15,7.27
O20995,2023-02-12,C1281,New York,Home,Decor,4,134.21,25.29
O20996,2023-06-11,C1292,Georgia,Electronics,Accessories,2,62.41,7.36
O20997,2023-07-05,C1389,Georgia,Beauty,Hair,2,$38.34,3.83
O20998,2024-02-22,C1003,Illinois,Electronics,Phone,1,487.06,91.49
O20999,2024-05-03,C1196,Ohio,Beauty,Makeup,2,$90.92,22.18
O21000,2023-05-19,C1100,California,Electronics,Phone,1,577.97,115.05
O21001,2023-05-21,C1093,Illinois,Home,Bedding,1,83.27,12.35
O21002,2023-11-29,C1418,Pennsylvania,Clothing,Pants,1,40.64,6.91
O21003,2023-12-24,C1167,Texas,Electronics,Laptop,3,2711.51,212.73
O21004,2024-07-20,C1053,Michigan,Electronics,Laptop,5,4553.97,968.37
O21005,2024-08-07,C1225,Texas,Clothing,Pants,5,199.37,34.06
O21006,2024-08-12,C1135,New York,Electronics,Accessories,4,121.57,29.56
O21007,2023-07-21,C1298,Pennsylvania,Home,Bedding,1,86.6,21.29
O21008,2023-09-01,C1480,Pennsylvania,Home,Kitchen,3,163.41,19.76
O21009,2023-11-26,C1355,Pennsylvania,Beauty,Makeup,2,65.93,16.33
O21010,2023-10-10,C1058,California,Toys,Board Games,2,44.38,10.71
O21011,2023-12-23,C1116,Georgia,Electronics,Phone,4,2208.52,393.04
O21012,2024-02-24,C1326,Illinois,Clothing,Shirts,4,107.23,12.51
O21013,2023-06-20,C1275,Florida,Clothing,Shirts,1,32.54,6.53
O21014,2023-07-11,C1261,North Carolina,Sports,Fitness,1,57.45,5.99
O21015,2024-03-24,C1230,Ohio,Beauty,Makeup,2,65.76,11.57
O21016,2024-06-29,C1068,California,Clothing,Shoes,2,141.01,7.74
O21017,2023-09-20,C1091,Ohio,Electronics,Accessories,2,63.23,11.11
O21018,2024-03-28,C1476,California,Beauty,Skincare,2,74.68,17.95
O21019,2024-06-03,C1032,California,Beauty,Hair,5,122.14,11.85
O21020,2024-07-26,C1046,New York,Beauty,Makeup,1,22.24,4.57
O21021,2023-06-30,C1313,North Carolina,Beauty,Skincare,1,31.16,3.39
O21022,2024-07-16,C1013,Texas,Home,Kitchen,2,124.73,23.89
O21023,2024-11-27,C1200,Pennsylvania,Electronics,Audio,3,358.77,68.16
O21024,2023-02-16,C1234,Texas,Home,Kitchen,2,112.18,9.75
O21025,2023-03-10,C1321,Ohio,Home,Kitchen,4,296.24,50.19
O21026,2023-03-26,C1350,Florida,Home,Kitchen,3,179.27,39.77
O21027,2023-11-10,C1491,Pennsylvania,Home,Kitchen,4,127.07,16.08
O21028,2024-02-16,C1209,Texas,Clothing,Jackets,3,224.07,43.03
O21029,2023-05-16,C1276,Ohio,Clothing,Shirts,4,131.07,24.23
O21030,2024-01-13,C1366,North Carolina,Clothing,Pants,2,66.6,6.76
O21031,2024-02-21,C1382,Pennsylvania,Electronics,Phone,2,1182.63,276.41
O21032,2024-08-10,C1018,Florida,Clothing,Shoes,3,208.15,33.87
O21033,2024-11-21,C1245,Michigan,Beauty,Makeup,4,134.63,16.3
O21034,2023-05-26,C1259,California,Beauty,Makeup,5,179.96,14.91
O21035,2024-01-22,C1235,Ohio,Clothing,Shoes,3,178.12,25.77
O21036,2024-11-12,C1427,Michigan,Home,Furniture,3,690.68,135.39
O21037,2023-11-12,C1145,California,Electronics,Audio,1,107.97,18.87
O21038,2024-01-04,C1362,Florida,Toys,Puzzles,3,54.59,10.67
O21039,2024-01-10,C1014,Texas,Clothing,Shoes,5,292.19,60.88
O21040,2024-09-08,C1020,Illinois,Clothing,Shoes,2,106.1,14.66
O21041,2024-09-28,C1322,Pennsylvania,Beauty,Makeup,4,151.53,23.34
O21042,2023-01-05,C1344,New York,Clothing,Shirts,1,26.6,6.58
O21043,2023-01-06,C1096,Florida,Electronics,Phone,4,1552.4,378.18
O21044,2023-07-31,C1329,Texas,Electronics,Laptop,2,1626.07,216.21
O21045,2023-09-02,C1216,New York,Home,Decor,3,78.24,14.63
O21046,2024-03-11,C1323,Texas,Clothing,Pants,5,276.5,28.62
O21047,2024-08-22,C1256,Michigan,Beauty,Skincare,1,28.37,2.28
O21048,2024-09-04,C1006,California,Home,Bedding,5,404.32,82.35
O21049,2024-09-19,C1198,Michigan,Toys,Board Games,5,138.75,19.04
O21050,2023-01-03,C1301,Illinois,Clothing,Jackets,5,354.75,30.3
O21051,2023-12-31,C1063,New York,Clothing,Pants,5,194.51,39.25
O21052,2024-02-13,C1002,Ohio,Clothing,Shoes,2,142.23,33.14
O21053,2024-05-03,C1130,Florida,Clothing,Shirts,5,126.83,30.01
O21054,2024-05-16,C1097,Florida,Home,Furniture,5,989.82,167.54
O21055,2023-03-02,C1407,California,Clothing,Jackets,2,132.45,19.33
O21056,2023-06-05,C1269,New York,Beauty,Skincare,4,123.14,9.65
O21057,2024-02-16,C1468,Texas,Clothing,Pants,2,70.01,14.6
O21058,2023-05-13,C1439,California,Electronics,Accessories,3,87.42,20.9
O21059,2023-06-30,C1160,New York,Electronics,Laptop,2,2514.34,573.0
O21060,2024-04-21,C1079,California,Electronics,Laptop,4,3056.92,612.47
O21061,2024-05-02,C1468,Texas,Clothing,Pants,3,93.97,4.78
O21062,2023-07-20,C1433,California,Electronics,Laptop,3,2400.19,315.75
O21063,2024-01-25,C1374,California,Electronics,Accessories,1,21.9,2.89
O21064,2023-03-04,C1234,Texas,Home,Decor,5,208.76,47.78
O21065,2023-03-04,C1247,North Carolina,Toys,Puzzles,3,37.17,2.35
O21066,2023-04-07,C1100,California,Electronics,Laptop,3,2305.54,360.23
O21067,2023-07-04,C1346,Pennsylvania,Clothing,Shirts,4,80.0,6.18
O21068,2023-09-28,C1171,California,Toys,Action Figures,3,44.78,8.17
O21069,2023-11-14,C1118,Michigan,Sports,Accessories,4,119.01,24.81
O21070,2024-02-08,C1334,California,Home,Furniture,5,1109.16,197.87
O21071,2024-03-04,C1475,North Carolina,Electronics,Accessories,1,21.88,4.57
O21072,2024-06-08,C1204,Illinois,Toys,Board Games,1,$28.33,4.86
O21073,2023-04-27,C1168,California,Home,Bedding,5,474.68,41.76
O21074,2023-08-22,C1033,Michigan,Electronics,Accessories,5,140.06,17.72
O21075,2023-08-25,C1172,Florida,Beauty,Skincare,2,65.39,15.78
O21076,2023-12-02,C1108,Texas,Clothing,Jackets,3,301.15,32.41
O21077,2023-12-07,C1051,Ohio,Sports,Fitness,3,235.66,14.75
O21078,2023-09-08,C1383,Michigan,Toys,Board Games,3,92.91,11.8
O21079,2023-10-02,C1350,Florida,Home,Decor,4,157.06,19.36
O21080,2024-05-11,C1138,New York,Toys,Puzzles,2,40.02,5.77
O21081,2024-03-20,C1070,Ohio,Home,Decor,3,82.3,13.34
O21082,2023-03-01,C1162,Pennsylvania,Home,Bedding,4,394.17,97.95
O21083,2023-10-03,C1245,Michigan,Beauty,Hair,4,68.04,13.69
O21084,2024-08-28,C1322,Pennsylvania,Toys,Puzzles,1,15.54,0.89
O21085,2024-09-18,C1111,Texas,Beauty,Hair,4,64.13,12.35
O21086,2023-04-12,C1088,Michigan,Beauty,Hair,5,111.34,23.92
O21087,2023-09-06,C1068,California,Sports,Accessories,4,125.04,28.65
O21088,2024-03-02,C1108,Texas,Toys,Puzzles,5,91.87,12.38
O21089,2024-07-17,C1136,Florida,Home,Furniture,5,1199.14,135.17
O21090,2023-02-15,C1003,Illinois,Electronics,Accessories,1,28.64,6.24
O21091,2023-06-02,C1077,California,Toys,Dolls,1,23.9,4.91
O21092,2023-07-16,C1025,Ohio,Clothing,Pants,4,219.07,34.44
O21093,2023-08-09,C1022,New York,Clothing,Jackets,1,87.6,6.45
O21094,2023-08-21,C1416,New York,Electronics,Accessories,1,36.05,6.5
O21095,2023-10-15,C1012,Georgia,Beauty,Makeup,3,116.41,7.35
O21096,2023-10-24,C1428,New York,Beauty,Hair,4,90.58,6.35
O21097,2024-03-22,C1291,California,Home,Bedding,4,280.34,32.58
O21098,2024-05-22,C1342,Texas,Home,Kitchen,4,219.85,27.31
O21099,2023-05-01,C1488,North Carolina,Toys,Action Figures,1,18.14,2.58
O21100,2023-05-15,C1332,California,Home,Furniture,1,252.22,29.72
O21101,2023-06-30,C1253,New York,Clothing,Shirts,5,123.06,6.98
O21102,2024-02-21,C1457,Florida,Clothing,Shoes,2,91.06,7.42
O21103,2024-08-03,C1362,Florida,Clothing,Pants,2,80.52,5.88
O21104,2024-08-15,C1422,California,Home,Bedding,2,125.66,17.12
O21105,2023-09-28,C1295,Florida,Home,Bedding,3,301.45,27.86
O21106,2024-10-09,C1166,New York,Clothing,Shoes,1,60.94,6.62
O21107,2023-01-21,C1478,North Carolina,Sports,Accessories,5,178.02,25.69
O21108,2023-04-05,C1124,Texas,Electronics,Audio,5,619.16,60.13
O21109,2023-07-27,C1063,New York,Clothing,Pants,2,74.45,7.38
O21110,2024-01-20,C1041,Florida,Clothing,Shoes,3,137.44,29.77
O21111,2024-06-04,C1195,New York,Electronics,Laptop,3,2540.22,405.46
O21112,2023-05-29,C1381,Pennsylvania,Clothing,Jackets,2,141.09,31.23
O21113,2023-07-28,C1468,Texas,Clothing,Pants,2,84.46,12.91
O21114,2023-11-06,C1353,Texas,Home,Furniture,1,234.21,54.3
O21115,2024-01-01,C1051,Ohio,Clothing,Jackets,3,261.78,26.43
O21116,2024-10-08,C1490,Florida,Toys,Action Figures,5,120.31,20.85
O21117,2023-04-10,C1024,Florida,Home,Bedding,2,141.82,21.36
O21118,2023-10-21,C1368,Texas,Electronics,Phone,1,499.8,116.82
O21119,2023-12-12,C1026,Texas,Toys,Puzzles,5,74.46,9.95
O21120,2024-01-26,C1058,California,Electronics,Audio,3,376.97,83.3
O21121,2024-05-25,C1222,California,Beauty,Skincare,2,66.18,10.77
O21122,2023-02-21,C1169,Illinois,Sports,Outdoor,2,198.11,
